airline_sentiment,text,roberta_sentiment
positive,@JetBlue thanks!,0.8865980505943298
neutral,@JetBlue so what about California,-0.04605373740196228
neutral,@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ☀️,0.6685004830360413
neutral,@JetBlue Hawaii what deals u have for me,0.09426407516002655
neutral,@JetBlue Thank you.,0.8568762540817261
negative,@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,-0.446219801902771
neutral,@JetBlue y'all got prices for the low??,0.029271800071001053
positive,@JetBlue - looking forward to it when we finally take off.,0.9736560583114624
negative,"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed.",-0.7055357694625854
negative,"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",-0.9328653216362
negative,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,-0.46710363030433655
negative,@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off,-0.4217434525489807
positive,@JetBlue Please come to Indianapolis!,0.6257860064506531
negative,@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,-0.012499082833528519
neutral,@JetBlue When will you release November flights for Flight Booking Problems?,-0.3496910035610199
negative,".@JetBlue Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF",-0.9234806895256042
negative,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere,-0.7612221837043762
negative,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎,-0.906059741973877
negative,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue,0.1730930507183075
neutral,@JetBlue do you know when the schedule for dec 2015 will be released?,-0.0009181872010231018
neutral,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,0.019173506647348404
positive,@JetBlue okay thanks. Hope to be flying with you guys soon!,0.9546724557876587
neutral,@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,-0.045283444225788116
neutral,@JetBlue I'm flying your airline just out of #LGA 😷,-0.8484609723091125
positive,@JetBlue he loved the #natural #beefjerky snacks😉,0.9634935259819031
positive,@JetBlue thanks for your reply. It was flight 1572.,0.6433486938476562
positive,@JetBlue who is he I must send a note!!! Too good for words!,0.9430863261222839
neutral,"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!",0.583518922328949
negative,@JetBlue can't seem to DM you guys.. JDHADP,-0.7339850068092346
positive,@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!,0.9854949712753296
negative,@JetBlue Two delays.  A little proactive communication goes a long way. #howhardcanthatreallybe?,-0.7399160265922546
negative,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,-0.9064135551452637
positive,@JetBlue It was fabulous! Very pleased.,0.9816314578056335
neutral,@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt,0.5432866215705872
neutral,@JetBlue you know it!!,0.8874838352203369
neutral,@JetBlue @hanneslohmann cool,0.7176576256752014
positive,@JetBlue u the real MVP http://t.co/jWL26G6lRw,0.9318286776542664
positive,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,0.8848375082015991
positive,"@JetBlue messaged you, thanks",0.659424901008606
neutral,@JetBlue will I be compensated for delays or Cancelled Flightlation?,-0.49975717067718506
positive,@JetBlue I will. Thank you!,0.9182320237159729
neutral,@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?,-0.5906997323036194
negative,"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue",-0.768741250038147
neutral,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY,0.4412354528903961
negative,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..",-0.26126667857170105
negative,"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.",-0.6285797357559204
neutral,@JetBlue I have more flights that I'd love to redeem for some points but they're a little over a year old. Is there a historical limit?,-0.24533438682556152
negative,@JetBlue has the worst customer service out of any airline company. #dontflythem,-0.9483053684234619
negative,@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,-0.5770074129104614
negative,"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",-0.884363055229187
positive,@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,0.9647290110588074
neutral,@JetBlue can I switch my seat for my trip on Sunday?,0.03340418264269829
positive,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),0.2072952687740326
negative,@JetBlue what is the reason for the delay,-0.34383395314216614
neutral,@JetBlue where do I add my AA loyalty number to my Jetblue reservation?,-0.012064563110470772
positive,@JetBlue I'll see you on board again soon!,0.9083331227302551
neutral,@JetBlue is flt 1202 delayed?,-0.23813235759735107
neutral,@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,0.9546090364456177
positive,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,0.04392850026488304
neutral,@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ,0.19078415632247925
positive,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance,0.8754591345787048
neutral,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday,0.5959384441375732
neutral,@JetBlue well mine sure aren't anything to write home about!,-0.8566884398460388
positive,This is so smart it makes me angry MT @JetBlue: We’ve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe,0.7849236726760864
positive,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,0.9845059514045715
neutral,@JetBlue well I'm not sure I'm that bold! lol or are you saying you didn't believe me?? :P,-0.24021798372268677
positive,@JetBlue i love this song &lt;3 thanks @JetBlue,0.9830413460731506
neutral,@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business,0.9518724679946899
neutral,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r,0.08990253508090973
neutral,@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta,0.5553035736083984
positive,@JetBlue currently dancing in the terminal. love Stevie!,0.9797272682189941
positive,@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),0.9842823147773743
neutral,@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp,0.9434517025947571
neutral,@JetBlue will you please start offering more routes out of @triflight to more locations,0.14372266829013824
positive,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",0.9879378080368042
positive,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica,0.9583722949028015
negative,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy,-0.007279101759195328
neutral,@JetBlue I'm looking every day just watching for a deal. I have specific dates so fare finder doesn't help me,-0.744289755821228
positive,@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest,0.9805310964584351
positive,@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,0.9173448085784912
negative,@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?,-0.8898454308509827
positive,@JetBlue sent :-) curious to see what kind of comp we get.,0.89645916223526
positive,@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊,0.9875375628471375
neutral,@JetBlue why don't you fly to #nashville? :(,-0.8433854579925537
negative,"@JetBlue I ❤️ Jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr Late Flight, div to phx &amp; got in 2 hrs Late Flight. What will be done?",-0.4444296956062317
negative,@JetBlue sis and 16 month old nephew are. Last nights flight and this am mega delayed. Now this evening's is starting w delays. Why?,-0.8641190528869629
neutral,@JetBlue Challenge accepted. First 5 crew members to send pics in the chairs get FREE tickets to visit us. #wager #IsItSummerYet,0.7484450936317444
neutral,@JetBlue what's a good address to send feedback over email?,-0.011785931885242462
positive,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,0.9683064818382263
negative,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,-0.8927320241928101
neutral,@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing,0.05270446091890335
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S,0.0486319400370121
neutral,@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.,0.20442207157611847
negative,"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",-0.9321431517601013
positive,@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon,0.9876210689544678
negative,"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",-0.8742179870605469
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,-0.003552492707967758
neutral,@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,0.22040042281150818
positive,@JetBlue I definitely will. Thanks!,0.9387759566307068
positive,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,0.7554266452789307
negative,@JetBlue something they're not telling us (2),-0.32200902700424194
neutral,@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1),-0.5074546337127686
negative,@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572,-0.5686032772064209
negative,@JetBlue thanks for the heads up about the 2 hour delay #sarcasm #patienceiswearingthin #woof,0.33833861351013184
positive,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,0.9721823930740356
negative,"@jetblue when i sign in into TrueBlue, why do I have to do it twice? happens to everyone around me",-0.5180624723434448
negative,@JetBlue mechanical failure isn't Boston' fault.,-0.8032183647155762
positive,@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;),0.9550281167030334
negative,@JetBlue 290 to Boston,0.049364008009433746
neutral,@JetBlue thanks bae,0.9411134123802185
negative,@JetBlue I’m going to miss a hugely important meeting because of your constant delays #itscostingmeincome,-0.9314276576042175
positive,@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air,0.9801335334777832
positive,"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",0.9747989773750305
negative,@JetBlue when your flights delayed :)))&gt;&gt;&gt;,-0.018662601709365845
positive,"@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love",0.9135382175445557
neutral,@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,-0.23362942039966583
positive,@JetBlue you guys rock!! http://t.co/LA397zaoAY,0.9777036905288696
positive,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",0.9676343202590942
negative,@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup,-0.8710926175117493
positive,@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,0.8360934853553772
neutral,@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu,0.20437556505203247
negative,"I was a bit steamed in conjunction w/my new 7-hour wait at first, but having sat down and bought a bit of tea, I've settled some @JetBlue",-0.06304331123828888
positive,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",0.95881587266922
neutral,"@jetblue We'd love to help Shanese Bryant-Melton, a hard-working grandmother from DC, go to Miami. It's on her bucket list. #flyitforward",0.9449977278709412
neutral,@JetBlue Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?,-0.6080250144004822
positive,@JetBlue Success! Good work JetBlue team,0.9742634296417236
neutral,@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.,0.3847289979457855
positive,@JetBlue great flight! Great view! :-) http://t.co/Yxn00pnOav,0.9832821488380432
positive,@JetBlue beautiful ride. Thanks again:),0.9791607856750488
positive,@JetBlue perfect! Probably need some coffee to stay awake during the night ;),0.9384657144546509
negative,"@JetBlue appreciate what you've done on your end to make this right, but still unhappy with initial incident. Will be calling.",-0.7091371417045593
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY,-0.003480013459920883
negative,"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead @JetBlue",-0.854317843914032
positive,Then you better #HoldOn - #EverythingsGonnaBeAlright @jetblue 4 our #brandloveaffair https://t.co/64kN6GEEP8 #TrueBlueLove #travel #business,0.8750001788139343
negative,"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.",-0.8172014355659485
neutral,@JetBlue are there any food places open at the JFK T5 24//?,0.01466415449976921
negative,@JetBlue CCNDJP/ I can send a screen shot of the systems error if an email address is provided,-0.18095654249191284
negative,"@JetBlue Inconvenience is an understatement. More like torture. Clearly going down the wrong path, JetBlue.",-0.9276077747344971
negative,"@JetBlue don't just cling on to the safety card. It safety was really an issue, then flight would have landed immediately. .",-0.4584089517593384
neutral,@JetBlue no. Did not catch his name. I am sure Jason will know.,-0.03442095220088959
negative,@JetBlue I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed,-0.8924317955970764
negative,@JetBlue   Phone agents can't see same flights I see online???  Can't change tickets even when I am paying. Very frustrating #jetblue,-0.8940595984458923
negative,@JetBlue Why was flight 669 forced to return to NY when there was a malfunction? Why not land in the countless air strips surrounding Chi?,-0.6262804269790649
positive,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,0.8480935096740723
neutral,@JetBlue Oh I will. #Disney bound. #workhard #playsoon,0.9370394945144653
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu,0.03247296065092087
negative,@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,-0.032453350722789764
negative,"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/",-0.8029413223266602
neutral,@JetBlue you guys get rid of the hip hop stations on Sirius XM?,-0.19053907692432404
negative,@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(,-0.857543408870697
negative,@JetBlue Well being on time is not going to happen now. Safety does come 1at. Looks like I'll have 2 look 4 another flight now #1stTimeFlyer,-0.787900447845459
neutral,@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/o5sifHp4RT,0.0978669747710228
negative,@JetBlue U said 15mins to Take Off and now we were told 1hr more delay &amp; possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated,-0.8996003270149231
positive,@JetBlue can't wait! I'll be the one who can't contain herself. 😄,0.9800607562065125
negative,@JetBlue I hope so. Wanted an early flight to avoid the airport chaos but it's too Late Flight for that!,-0.3120725452899933
positive,@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice,0.9744787812232971
positive,@JetBlue Really!? That's good to hear! Thanks for the update @walls29 We may make that business meeting after all.,0.9783729314804077
neutral,"@JetBlue Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown",0.7357463240623474
neutral,@JetBlue Hey any chance you have an update on Flight 99 Hartford to D.C.?,0.032252077013254166
negative,@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.,-0.7924768328666687
negative,"@JetBlue flight 99 to DCA 2 delays, I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights!!",-0.8599497675895691
neutral,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj,0.11437562108039856
neutral,@JetBlue it's time for our #brandmance 2 go #UpWhereWeBelong https://t.co/KtAWbiUUro,0.5183558464050293
neutral,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Broadway World http://t.co/AsYqE1tDjp,0.1255626529455185
positive,@JetBlue PDX to JFK was suuuuper HOT.,0.7829986810684204
neutral,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/zSdGzyDNDe",0.3962910771369934
neutral,@JetBlue Is it June yet? 😊,0.7796216607093811
neutral,@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,0.1980864703655243
neutral,@JetBlue ETA for flight 802 into Orlando this morning,0.015611525624990463
neutral,"@JetBlue using A321 JFK-SEA for Summer 2015. It will be my first A321 flight ever! No Mint to Seattle, Core Config only.",0.524406373500824
neutral,@JetBlue how much for a trip to a warm island @SamChampion http://t.co/N3SUIip0VW,0.22108536958694458
neutral,@JetBlue Has DC Thinking About Summer With New Nantucket Service - @MarketWatch http://t.co/yI4wGUk5tr,0.07092419266700745
negative,@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.,-0.11209110915660858
negative,@JetBlue I had a SJC to JFK departing 10:55pm tonight. I have to now change my whole schedule. Can we get a sort of refund for this?,-0.40923935174942017
negative,@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too,-0.8924174308776855
neutral,"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward",0.8922948241233826
negative,@JetBlue the slowest boarding process I've ever experienced and rude customer service agents.,-0.9477320313453674
negative,@JetBlue needs to get its act together in #PHX,-0.8043406009674072
neutral,@JetBlue @cflanagian she's on to something,0.4775913655757904
neutral,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Nassau News Live http://t.co/7E5bxwG16t,0.05999177321791649
positive,"@JetBlue Love you, bae. #JetBae",0.9790282845497131
neutral,@JetBlue probably not anymore.,-0.30177080631256104
neutral,@JetBlue - I look forward to getting this resolved. I will be in touch.,0.8260508179664612
negative,"@JetBlue - Yes. Best case scenario I get my gear Late Flight Friday, early Saturday. Camp starts at 6AM tomorrow #toolittletooLate Flight",0.357514351606369
negative,@JetBlue - In CA for the weekend to attend a training camp; thanks for sending all my gear to FL; looks like this trip is a waste #nothappy,-0.8604696989059448
neutral,@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.,0.168757826089859
neutral,@JetBlue 108 to Portland Maine,0.05039309710264206
negative,@JetBlue why are you making me stay in JFK until 2 am or Late Flightr? Just let me rebook without making me pay more,-0.8115582466125488
positive,@JetBlue You definitely will!,0.9639163017272949
negative,@JetBlue and stranded passengers aren't being helped to get another flight?,-0.7024999856948853
positive,@JetBlue you don't remember our date Monday night back to NYC? #heartbroken,-0.8788539171218872
positive,@JetBlue ugh always know a way to my heart 😘🙌,0.9684382081031799
neutral,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/2Nzh3QOaZo,0.09778334200382233
negative,@JetBlue why did you just Cancelled Flight flight 670 last minute?!?,-0.9085943698883057
negative,@JetBlue I'm sitting on the plane. Too many predictable mechanical problems.  Still onboard. This is getting bad...,-0.9295239448547363
neutral,@JetBlue thanks for the help,0.9064555168151855
negative,@JetBlue on your 1503 flight JFK to PR. They got the doors open on this frigid temperature. #icyflight,0.1037549078464508
negative,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue,-0.8972378373146057
negative,@JetBlue bags hv been posted on board for flight424 on carsl 4. Now switched to carsl 5. It's comedic watching passengers run frm 1 to othr,0.24026545882225037
negative,"@JetBlue the one man in baggage office says ""I dunno"". HELP",-0.5625742077827454
negative,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice,-0.8846386075019836
negative,@JetBlue what is going on? We arrived at 10:51pm Not One Bag Has Been Unloaded!! Flight 424,-0.6997813582420349
negative,@JetBlue service for baggage at JFK is incomprehensible. No employee knows where our luggage is frM flight 424 LAX to NYC ITS AN HR WAIT NOW,-0.9074023365974426
positive,@JetBlue Thank you guys! Brilliant customer service,0.9744700193405151
negative,"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open.",0.25466057658195496
negative,@JetBlue #669 stewardesses can't work w/o a galley light! Back to NYC to change a light. #fromthefrontseat #jetblueBlues @anku @yaffasolin,-0.62443608045578
positive,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",0.9648162722587585
neutral,"@JetBlue #flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate.",0.5418732166290283
positive,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?,0.49464094638824463
neutral,"@JetBlue sorry for my misunderstanding of the term, but what does that exactly mean?",-0.43200185894966125
negative,@JetBlue why do you have every channel but @ABCNetwork How are @kgonzales89 and I supposed to watch Scandal? But free FlyFi is sweet!,-0.4502931833267212
negative,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues,0.2113032341003418
negative,@JetBlue What is going on with the flight from Buffalo to JFK? Have they figured anything out about the temperature and the tower yet?,-0.23245766758918762
negative,@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email...,-0.7149176597595215
positive,"@JetBlue, was far less painful than what was coming from Avis.  💙",0.38603919744491577
neutral,@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends,0.6003001928329468
neutral,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG,0.16987228393554688
neutral,@JetBlue I'm so ready to see N598JB n N775JB on my Island but on a weekend to capture it,0.8825267553329468
positive,@JetBlue my flight attendant Angel was awesome. #415 #kudos,0.9792233109474182
neutral,@JetBlue Washington DC (:,0.5781717300415039
positive,@JetBlue thank you #loyalmosaicmember,0.9364757537841797
negative,@JetBlue the pilot just stated that after 22 years of flying he has never experienced anything like this. #gettingoffplane,-0.3029209077358246
negative,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,-0.8678376078605652
neutral,@JetBlue flight 2302 from JFK to BUF.,0.03840811550617218
positive,@JetBlue thank you very very much!! 💙💙,0.9761435985565186
positive,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :),0.9785098433494568
negative,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac,-0.491610586643219
negative,@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail,-0.87105393409729
positive,@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,0.9832472205162048
negative,@JetBlue time to reevaluate my nyc carrier.,-0.16319561004638672
neutral,@JetBlue we are bringing 2 guitars. can we bring them as carry on?,0.11383850872516632
negative,@JetBlue what's going on with flight 669 and how many free trips will I get from this epic inconvenience @anku http://t.co/pEUc0BMij9,-0.5147722959518433
negative,@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am,-0.5228511691093445
positive,@JetBlue I LOVE JET BLUE!,0.9599606990814209
negative,@JetBlue how come you're responding to everyone else and not me #wtf,-0.7593030333518982
neutral,"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?",-0.0932573527097702
neutral,@JetBlue Can I bring my dog on board?,0.08086571097373962
positive,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. 💙,0.9879041314125061
positive,@JetBlue @NinaDavuluri 😃cool,0.7599762082099915
neutral,@JetBlue Maybe I'll just go to Cleveland instead.,-0.11601383239030838
positive,@JetBlue yes! Always a treat to fly with you guys! 😊✈️,0.986665666103363
positive,@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,0.9694933295249939
neutral,@JetBlue Hi. I'm trying to find a flight to the Middle East.,0.0793200358748436
negative,@JetBlue @lopezlaymari what a patronizing response to a legitimate issue,-0.8331800103187561
negative,@JetBlue Yep. 1 hour at Logan. Gangway broke and cabin crew stuck on plane. They just arrived. Passengers request butt massages.,-0.603970468044281
negative,@JetBlue I love your flights! But theres always some delay unfortunately,0.527127742767334
positive,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",-0.19247853755950928
negative,@JetBlue my butt hurts.,-0.8230445981025696
negative,@JetBlue that's what they told me half an hour ago,-0.03185202553868294
negative,@JetBlue I have been hanging here for almost an hour,0.049667518585920334
negative,"@JetBlue took forever for catering to get to my flight, now are very delayed. So ticked off right now.",-0.943003237247467
negative,@JetBlue it is absurd that I have waited more than 45mins because the flight attendant assigned for my flight is Late Flight. You dont have others?,-0.8951119780540466
positive,@JetBlue safety first !! #lovejetblue,0.8502311110496521
negative,@JetBlue delayed flight bummer,-0.8186948895454407
positive,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,0.8973096013069153
positive,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",-0.28285646438598633
negative,"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔",-0.8268308639526367
neutral,@JetBlue any idea when November-December 2015 travel opens up?,0.009911943227052689
neutral,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu,0.03735485300421715
positive,@JetBlue thanks so much!! ❤️✨ very relaxing flight!,0.9810518026351929
neutral,@JetBlue alright.,0.13720262050628662
neutral,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd,0.11038031429052353
negative,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?,-0.38249683380126953
negative,@JetBlue shut up an turn on the tvs/music,-0.3798719644546509
neutral,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,0.057374052703380585
positive,@JetBlue excellent. you guys are the best,0.9838711023330688
positive,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",0.013203799724578857
neutral,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.,0.19598716497421265
